portal,cnpj_emp,transacao,usuario,documento,chave_nf,ecf,numero_serie_ecf,modelo_nf,data_documento,data_lancamento,codigo_cliente,serie,desc_cfop,id_cfop,cod_vendedor,quantidade,preco_custo,valor_liquido,desconto,cst_icms,cst_pis,cst_cofins,cst_ipi,valor_icms,aliquota_icms,base_icms,valor_pis,aliquota_pis,base_pis,valor_cofins,aliquota_cofins,base_cofins,valor_icms_st,aliquota_icms_st,base_icms_st,valor_ipi,aliquota_ipi,base_ipi,valor_total,forma_dinheiro,total_dinheiro,forma_cheque,total_cheque,forma_cartao,total_cartao,forma_crediario,total_crediario,forma_convenio,total_convenio,frete,operacao,tipo_transacao,cod_produto,cod_barra,cancelado,excluido,soma_relatorio,identificador,deposito
8560,03772229001880,52,108650,7,43161103772229001880650110000000071301876710,2,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,11,Venda de mercadoria adquirida ou recebida de terceiros,5102,3,1,"37,98000000",37.98,"0,0000",0.00,01,01,99,"6,8400","18,0000","37,9800","0,2500","0,6500","37,9800","1,1400","3,0000","37,9800","0,0000",,"0,0000","0,0000","0,0000","0,0000",37.9799995422363,1,"152,9200",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,11818,7898214626207,N,N,S,50559089-1c18-4a5f-bf89-cf6e57ce9a29,1 - Estoque
8560,03772229001880,41,108649,1,,0,,30,25/11/2016 12:00:00,25/11/2016 12:00:00,975,2,Devolṳ̣o de venda de mercadoria adquirida ou recebida de terceiros,1202,6,1,"43,98000000",43.98,"0,0000",0.00,70,70,49,"7,9200","18,0000","43,9800","0,0000","0,0000","43,9800","0,0000","0,0000","43,9800","0,0000",,"0,0000","0,0000","0,0000","0,0000",43.9799995422363,1,"43,9800",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",DS, ,2105,7898332357243,S,S,S,23a75aba-b7dc-45f9-bc54-0a1f15ff0e6f,1 - Estoque
8560,03772229001880,5,108649,1,,1,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,10,Venda de mercadoria adquirida ou recebida de terceiros,5102,9,1,"20,98000000",20.938,"64,1200",0.00,01,01,99,"3,0200","18,0000","16,7800","0,1100","0,6500","16,7800","0,5000","3,0000","16,7800",,,,,,,20.9379997253418,1,"256,4600",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,5121,7898623951082,S,S,S,92d0ce0d-7329-46c0-94ef-15b5ddb80287,1 - Estoque
8560,03772229001880,6,108649,1,,1,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,10,Venda de mercadoria adquirida ou recebida de terceiros,5102,9,20,"14,98000000",14.95,"64,1200",0.00,01,01,99,"43,1400","18,0000","239,6800","1,5600","0,6500","239,6800","7,1900","3,0000","239,6800",,,,,,,298.999996185303,1,"256,4600",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,5119,7898623951068,S,S,S,92d0ce0d-7329-46c0-94ef-15b5ddb80287,1 - Estoque
8560,03772229001880,7,108649,2,,1,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,10,Venda de mercadoria adquirida ou recebida de terceiros,5102,9,1,"14,98000000",14.98,"0,0000",0.00,01,01,99,"2,7000","18,0000","14,9800","0,1000","0,6500","14,9800","0,4500","3,0000","14,9800",,,,,,,14.9799995422363,1,"14,9800",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,5119,7898623951068,S,S,S,c141c543-5bf9-4223-b54c-d0639c3852f8,1 - Estoque
8560,03772229001880,8,108650,1,,2,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,11,Venda de mercadoria adquirida ou recebida de terceiros,5102,9,1,"14,98000000",14.98,"0,0000",0.00,01,01,99,"2,7000","18,0000","14,9800","0,1000","0,6500","14,9800","0,4500","3,0000","14,9800",,,,,,,14.9799995422363,1,"14,9800",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,5119,7898623951068,S,S,S,27ac132a-113d-44f4-bbeb-1aeee8b9bda4,1 - Estoque
8560,03772229001880,9,108650,2,,2,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,11,Venda de mercadoria adquirida ou recebida de terceiros,5102,9,1,"37,98000000",37.98,"0,0000",0.00,01,01,99,"6,8400","18,0000","37,9800","0,2500","0,6500","37,9800","1,1400","3,0000","37,9800",,,,,,,37.9799995422363,1,"47,9600",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,11818,7898214626207,S,S,S,4387a1b4-bf62-421f-97e6-ce34119b9f36,1 - Estoque
8560,03772229001880,10,108650,2,,2,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,11,Venda de mercadoria adquirida ou recebida de terceiros,5102,9,1,"9,98000000",9.98,"0,0000",0.00,01,01,99,"1,8000","18,0000","9,9800","0,0600","0,6500","9,9800","0,3000","3,0000","9,9800",,,,,,,9.97999954223633,1,"47,9600",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,6848,7896509970363,S,S,S,4387a1b4-bf62-421f-97e6-ce34119b9f36,1 - Estoque
8560,03772229001880,11,108650,3,,2,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,11,Venda de mercadoria adquirida ou recebida de terceiros,5102,3,1,"37,98000000",37.98,"0,0000",0.00,01,01,99,"6,8400","18,0000","37,9800","0,2500","0,6500","37,9800","1,1400","3,0000","37,9800",,,,,,,37.9799995422363,1,"379,8000",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,11818,7898214626207,S,S,S,8778001a-ae4f-4779-ac03-95982f3cced1,1 - Estoque
8560,03772229001880,12,108650,3,,2,,35,25/11/2016 12:00:00,25/11/2016 12:00:00,1,11,Venda de mercadoria adquirida ou recebida de terceiros,5102,3,1,"37,98000000",37.98,"0,0000",0.00,01,01,99,"6,8400","18,0000","37,9800","0,2500","0,6500","37,9800","1,1400","3,0000","37,9800",,,,,,,37.9799995422363,1,"379,8000",0,"0,0000",0,"0,0000",0,"0,0000",0,"0,0000","0,0000",S ,V,11818,7898214626207,S,S,S,8778001a-ae4f-4779-ac03-95982f3cced1,1 - Estoque
