H;29162883000118;20181217;20181217
V;29162883000118;30278428001800;30154186;;;93000;H;20181217
V;29162883000118;30278428001800;30154209;;;51000;H;20181217
V;29162883000118;30278428001800;30154223;;;15000;H;20181217
V;29162883000118;30278428001800;3474630011595;;;2000;H;20181217
V;29162883000118;30278428001800;3474630130418;;;3000;H;20181217
V;29162883000118;30278428001800;3474630160897;;;7000;H;20181217
V;29162883000118;30278428001800;3474630242784;;;6000;H;20181217
V;29162883000118;30278428001800;3474630251328;;;17000;H;20181217
V;29162883000118;30278428001800;3474630251595;;;4000;H;20181217
V;29162883000118;30278428001800;3474630253407;;;2000;H;20181217
V;29162883000118;30278428001800;3474630283626;;;10000;H;20181217
V;29162883000118;30278428001800;3474630287273;;;10000;H;20181217
V;29162883000118;30278428001800;3474630355323;;;0;H;20181217
V;29162883000118;30278428001800;3474630355378;;;0;H;20181217
V;29162883000118;30278428001800;3474630355750;;;7000;H;20181217
V;29162883000118;30278428001800;3474630399891;;;9000;H;20181217
V;29162883000118;30278428001800;3474630399990;;;17000;H;20181217
V;29162883000118;30278428001800;3474630400092;;;5000;H;20181217
V;29162883000118;30278428001800;3474630400191;;;2000;H;20181217
V;29162883000118;30278428001800;3474630400436;;;28000;H;20181217
V;29162883000118;30278428001800;3474630400504;;;17000;H;20181217
V;29162883000118;30278428001800;3474630400603;;;15000;H;20181217
V;29162883000118;30278428001800;3474630400702;;;5000;H;20181217
V;29162883000118;30278428001800;3474630400832;;;21000;H;20181217
V;29162883000118;30278428001800;3474630401006;;;5000;H;20181217
V;29162883000118;30278428001800;3474630401204;;;10000;H;20181217
V;29162883000118;30278428001800;3474630401402;;;6000;H;20181217
V;29162883000118;30278428001800;3474630401907;;;1000;H;20181217
V;29162883000118;30278428001800;3474630412118;;;11000;H;20181217
V;29162883000118;30278428001800;3474630412217;;;18000;H;20181217
V;29162883000118;30278428001800;3474630412316;;;18000;H;20181217
V;29162883000118;30278428001800;3474630412644;;;24000;H;20181217
V;29162883000118;30278428001800;3474630412743;;;0;H;20181217
V;29162883000118;30278428001800;3474630412842;;;10000;H;20181217
V;29162883000118;30278428001800;3474630413344;;;2000;H;20181217
V;29162883000118;30278428001800;3474630413641;;;15000;H;20181217
V;29162883000118;30278428001800;3474630413948;;;9000;H;20181217
V;29162883000118;30278428001800;3474630414044;;;11000;H;20181217
V;29162883000118;30278428001800;3474630414143;;;13000;H;20181217
V;29162883000118;30278428001800;3474630414242;;;12000;H;20181217
V;29162883000118;30278428001800;3474630414648;;;142000;H;20181217
V;29162883000118;30278428001800;3474630414747;;;30000;H;20181217
V;29162883000118;30278428001800;3474630414846;;;14000;H;20181217
V;29162883000118;30278428001800;3474630414945;;;54000;H;20181217
V;29162883000118;30278428001800;3474630415041;;;29000;H;20181217
V;29162883000118;30278428001800;3474630415140;;;1000;H;20181217
V;29162883000118;30278428001800;3474630415249;;;7000;H;20181217
V;29162883000118;30278428001800;3474630415348;;;9000;H;20181217
V;29162883000118;30278428001800;3474630415546;;;213000;H;20181217
V;29162883000118;30278428001800;3474630415645;;;14000;H;20181217
V;29162883000118;30278428001800;3474630415744;;;6000;H;20181217
V;29162883000118;30278428001800;3474630415843;;;9000;H;20181217
V;29162883000118;30278428001800;3474630415942;;;15000;H;20181217
V;29162883000118;30278428001800;3474630416048;;;65000;H;20181217
V;29162883000118;30278428001800;3474630416147;;;16000;H;20181217
V;29162883000118;30278428001800;3474630416246;;;1000;H;20181217
V;29162883000118;30278428001800;3474630416345;;;71000;H;20181217
V;29162883000118;30278428001800;3474630416444;;;30000;H;20181217
V;29162883000118;30278428001800;3474630416543;;;47000;H;20181217
V;29162883000118;30278428001800;3474630416635;;;14000;H;20181217
V;29162883000118;30278428001800;3474630416734;;;4000;H;20181217
V;29162883000118;30278428001800;3474630416833;;;15000;H;20181217
V;29162883000118;30278428001800;3474630416932;;;7000;H;20181217
V;29162883000118;30278428001800;3474630417137;;;7000;H;20181217
V;29162883000118;30278428001800;3474630417830;;;13000;H;20181217
V;29162883000118;30278428001800;3474630417908;;;63000;H;20181217
V;29162883000118;30278428001800;3474630441897;;;21000;H;20181217
V;29162883000118;30278428001800;3474630442061;;;5000;H;20181217
V;29162883000118;30278428001800;3474630442160;;;6000;H;20181217
V;29162883000118;30278428001800;3474630446755;;;7000;H;20181217
V;29162883000118;30278428001800;3474630447257;;;13000;H;20181217
V;29162883000118;30278428001800;3474630447554;;;10000;H;20181217
V;29162883000118;30278428001800;3474630447653;;;21000;H;20181217
V;29162883000118;30278428001800;3474630447752;;;16000;H;20181217
V;29162883000118;30278428001800;3474630462403;;;0;H;20181217
V;29162883000118;30278428001800;3474630480674;;;3000;H;20181217
V;29162883000118;30278428001800;3474630480773;;;24000;H;20181217
V;29162883000118;30278428001800;3474630481077;;;4000;H;20181217
V;29162883000118;30278428001800;3474630481275;;;6000;H;20181217
V;29162883000118;30278428001800;3474630481572;;;9000;H;20181217
V;29162883000118;30278428001800;3474630482272;;;10000;H;20181217
V;29162883000118;30278428001800;3474630482470;;;12000;H;20181217
V;29162883000118;30278428001800;3474630485341;;;18000;H;20181217
V;29162883000118;30278428001800;3474630491717;;;25000;H;20181217
V;29162883000118;30278428001800;3474630491816;;;8000;H;20181217
V;29162883000118;30278428001800;3474630507883;;;6000;H;20181217
V;29162883000118;30278428001800;3474630527584;;;11000;H;20181217
V;29162883000118;30278428001800;3474630529731;;;2000;H;20181217
V;29162883000118;30278428001800;3474630536975;;;0;H;20181217
V;29162883000118;30278428001800;3474630537071;;;5000;H;20181217
V;29162883000118;30278428001800;3474630537279;;;17000;H;20181217
V;29162883000118;30278428001800;3474630540927;;;3000;H;20181217
V;29162883000118;30278428001800;3474630541023;;;15000;H;20181217
