H;29162883000118;20180717;20180717
V;29162883000118;30278428001800;202580;;;1000;H;20180717
V;29162883000118;30278428001800;272920;;;180000;H;20180717
V;29162883000118;30278428001800;304892;;;18000;H;20180717
V;29162883000118;30278428001800;671653;;;300000;H;20180717
V;29162883000118;30278428001800;861047;;;36000;H;20180717
V;29162883000118;30278428001800;C26800;;;12000;H;20180717
V;29162883000118;30278428001800;E;;;0;H;20180717
V;29162883000118;30278428001800;E0242101;;;0;H;20180717
V;29162883000118;30278428001800;E0243705;;;3000;H;20180717
V;29162883000118;30278428001800;E0345001;;;3000;H;20180717
V;29162883000118;30278428001800;E0379100;;;6000;H;20180717
V;29162883000118;30278428001800;E0379400;;;3000;H;20180717
V;29162883000118;30278428001800;E0379700;;;7000;H;20180717
V;29162883000118;30278428001800;E0380700;;;24000;H;20180717
V;29162883000118;30278428001800;E0381000;;;1000;H;20180717
V;29162883000118;30278428001800;E0381300;;;3000;H;20180717
V;29162883000118;30278428001800;E0383700;;;36000;H;20180717
V;29162883000118;30278428001800;E0384600;;;3000;H;20180717
V;29162883000118;30278428001800;E0384900;;;3000;H;20180717
V;29162883000118;30278428001800;E0385200;;;3000;H;20180717
V;29162883000118;30278428001800;E0385500;;;3000;H;20180717
V;29162883000118;30278428001800;E0386700;;;56000;H;20180717
V;29162883000118;30278428001800;E0387000;;;14000;H;20180717
V;29162883000118;30278428001800;E0387300;;;6000;H;20180717
V;29162883000118;30278428001800;E0387600;;;6000;H;20180717
V;29162883000118;30278428001800;E0387900;;;7000;H;20180717
V;29162883000118;30278428001800;E0388200;;;3000;H;20180717
V;29162883000118;30278428001800;E0388500;;;12000;H;20180717
V;29162883000118;30278428001800;E0388800;;;3000;H;20180717
V;29162883000118;30278428001800;E0389400;;;53000;H;20180717
V;29162883000118;30278428001800;E0389700;;;14000;H;20180717
V;29162883000118;30278428001800;E0390000;;;3000;H;20180717
V;29162883000118;30278428001800;E0390300;;;3000;H;20180717
V;29162883000118;30278428001800;E0390600;;;3000;H;20180717
V;29162883000118;30278428001800;E0390900;;;3000;H;20180717
V;29162883000118;30278428001800;E0391200;;;3000;H;20180717
V;29162883000118;30278428001800;E0391500;;;3000;H;20180717
V;29162883000118;30278428001800;E0391800;;;38000;H;20180717
V;29162883000118;30278428001800;E0392100;;;9000;H;20180717
V;29162883000118;30278428001800;E0392400;;;3000;H;20180717
V;29162883000118;30278428001800;E0392700;;;3000;H;20180717
V;29162883000118;30278428001800;E0393000;;;3000;H;20180717
V;29162883000118;30278428001800;E0393300;;;15000;H;20180717
V;29162883000118;30278428001800;E0393600;;;3000;H;20180717
V;29162883000118;30278428001800;E0394200;;;3000;H;20180717
V;29162883000118;30278428001800;E0395402;;;34000;H;20180717
V;29162883000118;30278428001800;E0395603;;;4000;H;20180717
V;29162883000118;30278428001800;E0484400;;;5000;H;20180717
V;29162883000118;30278428001800;E0485900;;;3000;H;20180717
V;29162883000118;30278428001800;E0486800;;;3000;H;20180717
V;29162883000118;30278428001800;E0487100;;;3000;H;20180717
V;29162883000118;30278428001800;E0487400;;;3000;H;20180717
V;29162883000118;30278428001800;E0494502;;;3000;H;20180717
V;29162883000118;30278428001800;E0497201;;;3000;H;20180717
V;29162883000118;30278428001800;E0512202;;;3000;H;20180717
V;29162883000118;30278428001800;E0512402;;;3000;H;20180717
V;29162883000118;30278428001800;E0512502;;;3000;H;20180717
V;29162883000118;30278428001800;E0530001;;;3000;H;20180717
V;29162883000118;30278428001800;E0548500;;;24000;H;20180717
V;29162883000118;30278428001800;E0589501;;;3000;H;20180717
V;29162883000118;30278428001800;E0591100;;;3000;H;20180717
V;29162883000118;30278428001800;E0593400;;;3000;H;20180717
