5101;1102;
5102;1102;
5103;1102;
5104;1102;
5105;1102;
5120;1120;
5152;1152;
5401;1403;
5402;1403;
5403;1403;
5404;1403;
5405;1403;
5910;1910;
5911;1910;
6101;2102;
6102;2102;
6103;2102;
6104;2102;
6105;2102;
6106;2102;
6107;2102;
6108;2102;
6120;2120;
6401;2403;
6402;2403;
6403;2403;
6404;2403;
6405;2403;
6910;2910;
6911;2910;
